Arthropod Taxa	Arthropod Species Scientific Name	Common Name	Tree Host(s)*	Endangered Risk Rating	Reference(s)	referenceCitation
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Quercus vaseyana var. vaseyana)	Low	Furniss and Carolin (1977)	Furniss RL, Carolin VM (1977) Western forest insects. Miscellaneous Publication No. 1339. USDA-Forest Service, Washington, DC
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Quercus vaseyana var. vaseyana)	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Quercus vaseyana var. vaseyana)	Low	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Quercus vaseyana var. vaseyana)	Low	Lingafelter (2007)	Lingafelter SW (2007) Illustrated key to the longhorned woodboring beetles of the eastern Unites States. The Coleopterists Society Special Publication No. 3, Nevada City
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Ulmus	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Ulmus	Low	Keen (1952)	Keen FP (1952) Insect enemies of western forests. USDA Forest Service, Miscellaneous Publication No. 273
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Ulmus	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Ulmus	Low	Furniss and Carolin (1977)	Furniss RL, Carolin VM (1977) Western forest insects. Miscellaneous Publication No. 1339. USDA-Forest Service, Washington, DC
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Ulmus	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Ulmus	Low	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Ulmus	Low	Lingafelter (2007)	Lingafelter SW (2007) Illustrated key to the longhorned woodboring beetles of the eastern Unites States. The Coleopterists Society Special Publication No. 3, Nevada City
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Other Species	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Other Species	Low	Keen (1952)	Keen FP (1952) Insect enemies of western forests. USDA Forest Service, Miscellaneous Publication No. 273
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Other Species	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Other Species	Low	Furniss and Carolin (1977)	Furniss RL, Carolin VM (1977) Western forest insects. Miscellaneous Publication No. 1339. USDA-Forest Service, Washington, DC
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Other Species	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Other Species	Low	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Neoclytus caprea (Say)	Banded Ash Borer	Other Species	Low	Lingafelter (2007)	Lingafelter SW (2007) Illustrated key to the longhorned woodboring beetles of the eastern Unites States. The Coleopterists Society Special Publication No. 3, Nevada City
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Arbutus menziesii	Low	Craighead and Middleton (1930)	Craighead FC, Middleton W (1930) An annotated list of the important North American forest insects. USDA Miscellaneous Publication No. 74, Washington, DC
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Arbutus menziesii	Low	Keen (1952)	Keen FP (1952) Insect enemies of western forests. USDA Forest Service, Miscellaneous Publication No. 273
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Arbutus menziesii	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Arbutus menziesii	Low	Furniss and Carolin (1977)	Furniss RL, Carolin VM (1977) Western forest insects. Miscellaneous Publication No. 1339. USDA-Forest Service, Washington, DC
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Eucalyptus	Low	Craighead and Middleton (1930)	Craighead FC, Middleton W (1930) An annotated list of the important North American forest insects. USDA Miscellaneous Publication No. 74, Washington, DC
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Eucalyptus	Low	Keen (1952)	Keen FP (1952) Insect enemies of western forests. USDA Forest Service, Miscellaneous Publication No. 273
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Eucalyptus	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Eucalyptus	Low	Furniss and Carolin (1977)	Furniss RL, Carolin VM (1977) Western forest insects. Miscellaneous Publication No. 1339. USDA-Forest Service, Washington, DC
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Fraxinus	Low	Craighead and Middleton (1930)	Craighead FC, Middleton W (1930) An annotated list of the important North American forest insects. USDA Miscellaneous Publication No. 74, Washington, DC
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Fraxinus	Low	Keen (1952)	Keen FP (1952) Insect enemies of western forests. USDA Forest Service, Miscellaneous Publication No. 273
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Fraxinus	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Fraxinus	Low	Furniss and Carolin (1977)	Furniss RL, Carolin VM (1977) Western forest insects. Miscellaneous Publication No. 1339. USDA-Forest Service, Washington, DC
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Pyrus	Low	Craighead and Middleton (1930)	Craighead FC, Middleton W (1930) An annotated list of the important North American forest insects. USDA Miscellaneous Publication No. 74, Washington, DC
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Pyrus	Low	Keen (1952)	Keen FP (1952) Insect enemies of western forests. USDA Forest Service, Miscellaneous Publication No. 273
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Pyrus	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Pyrus	Low	Furniss and Carolin (1977)	Furniss RL, Carolin VM (1977) Western forest insects. Miscellaneous Publication No. 1339. USDA-Forest Service, Washington, DC
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Quercus	Low	Craighead and Middleton (1930)	Craighead FC, Middleton W (1930) An annotated list of the important North American forest insects. USDA Miscellaneous Publication No. 74, Washington, DC
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Quercus	Low	Keen (1952)	Keen FP (1952) Insect enemies of western forests. USDA Forest Service, Miscellaneous Publication No. 273
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Quercus	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Neoclytus conjunctus (LeConte)	Western Ash Borer/ Gray Ash Borer	Quercus	Low	Furniss and Carolin (1977)	Furniss RL, Carolin VM (1977) Western forest insects. Miscellaneous Publication No. 1339. USDA-Forest Service, Washington, DC
Coleoptera	Notoxus constrictum Casey		Acer macrophyllum	Low	Keen (1958)	Keen FP (1958) Cone and seed insects of western forest trees. USDA Forest Service, Technical Bulletin No. 1169
Coleoptera	Notoxus constrictum Casey		Fraxinus latifolia	Low	Keen (1958)	Keen FP (1958) Cone and seed insects of western forest trees. USDA Forest Service, Technical Bulletin No. 1169
Coleoptera	Notoxus constrictum Casey		Pinus ponderosa	Low	Keen (1958)	Keen FP (1958) Cone and seed insects of western forest trees. USDA Forest Service, Technical Bulletin No. 1169
Coleoptera	Notoxus constrictum Casey		Pseudotsuga menziesii	Low	Keen (1958)	Keen FP (1958) Cone and seed insects of western forest trees. USDA Forest Service, Technical Bulletin No. 1169
Coleoptera	Obrium rufulum Gahan		Quercus	Moderate	Linsley (1963)	Linsley EG (1963) The Cerambycidae of North America. Part IV. Taxonomy and classification of the subfamily Cermabycinae, Tribes Elaphidionini through Rhinotragini, vol 21. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Obrium rufulum Gahan		Quercus	Moderate	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Obrium rufulum Gahan		Quercus	Moderate	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Obrium rufulum Gahan		Quercus	Moderate	Lingafelter (2007)	Lingafelter SW (2007) Illustrated key to the longhorned woodboring beetles of the eastern Unites States. The Coleopterists Society Special Publication No. 3, Nevada City
Coleoptera	Obrium rufulum Gahan		Fraxinus	Moderate	Linsley (1963)	Linsley EG (1963) The Cerambycidae of North America. Part IV. Taxonomy and classification of the subfamily Cermabycinae, Tribes Elaphidionini through Rhinotragini, vol 21. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Obrium rufulum Gahan		Fraxinus	Moderate	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Obrium rufulum Gahan		Fraxinus	Moderate	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Obrium rufulum Gahan		Fraxinus	Moderate	Lingafelter (2007)	Lingafelter SW (2007) Illustrated key to the longhorned woodboring beetles of the eastern Unites States. The Coleopterists Society Special Publication No. 3, Nevada City
Coleoptera	Obrium rufulum Gahan		Tilia	Moderate	Linsley (1963)	Linsley EG (1963) The Cerambycidae of North America. Part IV. Taxonomy and classification of the subfamily Cermabycinae, Tribes Elaphidionini through Rhinotragini, vol 21. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Obrium rufulum Gahan		Tilia	Moderate	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Obrium rufulum Gahan		Tilia	Moderate	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Obrium rufulum Gahan		Tilia	Moderate	Lingafelter (2007)	Lingafelter SW (2007) Illustrated key to the longhorned woodboring beetles of the eastern Unites States. The Coleopterists Society Special Publication No. 3, Nevada City
Coleoptera	Octotoma plicatula (Fabricius)	Leaf Beetle	Alnus	High-Moderate	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Coleoptera	Octotoma plicatula (Fabricius)	Leaf Beetle	Alnus	High-Moderate	Riley and Flowers (1997)	Riley EG, Flowers RW (1997) Family Chrysomelidae. The leaf beetles. URL: http://www.fsca-dpi.org/Coleoptera/Mike/chryso.htm
Coleoptera	Octotoma plicatula (Fabricius)	Leaf Beetle	Fraxinus	High-Moderate	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Coleoptera	Octotoma plicatula (Fabricius)	Leaf Beetle	Fraxinus	High-Moderate	Riley and Flowers (1997)	Riley EG, Flowers RW (1997) Family Chrysomelidae. The leaf beetles. URL: http://www.fsca-dpi.org/Coleoptera/Mike/chryso.htm
Coleoptera	Parandra brunnea (Fabricius)	Pole Borer	Acer	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Coleoptera	Parandra brunnea (Fabricius)	Pole Borer	Carya	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Coleoptera	Parandra brunnea (Fabricius)	Pole Borer	Castanea dentata	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Coleoptera	Parandra brunnea (Fabricius)	Pole Borer	Fagus grandifolia	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Coleoptera	Parandra brunnea (Fabricius)	Pole Borer	Fraxinus nigra	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Coleoptera	Parandra brunnea (Fabricius)	Pole Borer	Gleditsia or Robinia (locust)	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
